/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_13_13_18_39_245.jpg,/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_13_13_18_39_245.jpg,/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_13_13_18_39_245.jpg,0,0,0,8.504421E-05
/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_13_13_18_39_313.jpg,/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_13_13_18_39_313.jpg,/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_13_13_18_39_313.jpg,0,0,0,7.269077E-05
/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_13_13_18_39_388.jpg,/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_13_13_18_39_388.jpg,/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_13_13_18_39_388.jpg,0,0,0,5.763125E-05
/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_13_13_18_39_462.jpg,/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_13_13_18_39_462.jpg,/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_13_13_18_39_462.jpg,0,0,0,0.0001123071
/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_13_13_18_39_537.jpg,/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_13_13_18_39_537.jpg,/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_13_13_18_39_537.jpg,0,0,0,0.0001330319
/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_13_13_18_39_613.jpg,/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_13_13_18_39_613.jpg,/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_13_13_18_39_613.jpg,0,0,0,0.0001468046
/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_13_13_18_39_686.jpg,/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_13_13_18_39_686.jpg,/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_13_13_18_39_686.jpg,0,0.1915827,0,0.08659687
/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_13_13_18_39_759.jpg,/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_13_13_18_39_759.jpg,/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_13_13_18_39_759.jpg,0,0.4278359,0,0.3729388
/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_13_13_18_39_836.jpg,/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_13_13_18_39_836.jpg,/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_13_13_18_39_836.jpg,0,0.6601167,0,0.8469436
/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_13_13_18_39_904.jpg,/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_13_13_18_39_904.jpg,/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_13_13_18_39_904.jpg,0,0.8614107,0,1.379427
/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_13_13_18_39_968.jpg,/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_13_13_18_39_968.jpg,/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_13_13_18_39_968.jpg,0,1,0,2.006831
/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_13_13_18_40_044.jpg,/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_13_13_18_40_044.jpg,/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_13_13_18_40_044.jpg,0,1,0,2.923314
/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_13_13_18_40_115.jpg,/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_13_13_18_40_115.jpg,/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_13_13_18_40_115.jpg,0,1,0,3.862305
/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/center_2018_04_13_13_18_40_189.jpg,/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/left_2018_04_13_13_18_40_189.jpg,/Users/gbao/Desktop/CarND-Behavioral-Cloning-P3/IMG/right_2018_04_13_13_18_40_189.jpg,0,1,0,4.564815
